vehicle_id,timestamp,latitude,longitude,speed_m_s,CO,NOx,PM2.5,CO2
DL1PD4524,2025-10-16T19:49:57+05:30,28.697704,77.133881,0.0,0.0,0.0,0.0,0.0
DL1PD6120,2025-10-16T19:49:57+05:30,28.756416,77.068924,0.0,0.0,0.0,0.0,0.0
DL1PD5669,2025-10-16T19:49:57+05:30,28.67873,77.094589,0.0,0.0,0.0,0.0,0.0
DL1PD4519,2025-10-16T19:49:57+05:30,28.717554,77.063812,0.0,0.0,0.0,0.0,0.0
DL1PD4724,2025-10-16T19:49:57+05:30,28.698389,77.19593,0.0,0.0,0.0,0.0,0.0
DL1PD5967,2025-10-16T19:49:57+05:30,28.515366,77.227531,0.0,0.0,0.0,0.0,0.0
DL1PD4403,2025-10-16T19:49:58+05:30,28.701139,77.092155,0.0,0.0,0.0,0.0,0.0
DL1PD4739,2025-10-16T19:49:58+05:30,28.682257,77.063248,0.0,0.0,0.0,0.0,0.0
DL51GD1742,2025-10-16T19:49:58+05:30,28.61347,77.299995,0.0,0.0,0.0,0.0,0.0
DL51GD0321,2025-10-16T19:49:58+05:30,28.736521,77.171272,0.0,0.0,0.0,0.0,0.0
DL1PD4688,2025-10-16T19:49:58+05:30,28.682407,77.06266,0.0,0.0,0.0,0.0,0.0
DL1PD5956,2025-10-16T19:49:59+05:30,28.623159,77.068642,0.0,0.0,0.0,0.0,0.0
DL1PD4560,2025-10-16T19:49:59+05:30,28.712576,77.061798,0.0,0.0,0.0,0.0,0.0
DL1PD5429,2025-10-16T19:49:59+05:30,28.56834,77.174423,0.0,0.0,0.0,0.0,0.0
DL1PD4745,2025-10-16T19:49:59+05:30,28.660452,77.223564,0.0,0.0,0.0,0.0,0.0
DL1PD4284,2025-10-16T19:49:59+05:30,28.589891,77.16877,0.0,0.0,0.0,0.0,0.0
DL1PD4370,2025-10-16T19:49:59+05:30,28.768581,77.016739,0.0,0.0,0.0,0.0,0.0
DL1PD5785,2025-10-16T19:50:00+05:30,28.545656,77.059494,0.0,0.0,0.0,0.0,0.0
DL1PD5883,2025-10-16T19:50:00+05:30,28.670744,77.159958,0.0,0.0,0.0,0.0,0.0
DL1PD4689,2025-10-16T19:50:00+05:30,28.682096,77.053741,0.0,0.0,0.0,0.0,0.0
DL1PD4977,2025-10-16T19:50:00+05:30,28.693481,77.219109,0.0,0.0,0.0,0.0,0.0
DL1PD5471,2025-10-16T19:50:00+05:30,28.65785,77.091232,0.0,0.0,0.0,0.0,0.0
DL1PD5069,2025-10-16T19:50:00+05:30,28.521477,77.082253,0.0,0.0,0.0,0.0,0.0
DL1PD5947,2025-10-16T19:50:00+05:30,28.677944,77.10685,0.0,0.0,0.0,0.0,0.0
DL1PD5221,2025-10-16T19:50:00+05:30,28.522615,77.082565,0.0,0.0,0.0,0.0,0.0
DL1PD5450,2025-10-16T19:50:01+05:30,28.631464,77.082199,0.0,0.0,0.0,0.0,0.0
DL1PD5833,2025-10-16T19:50:01+05:30,28.570602,77.208199,0.0,0.0,0.0,0.0,0.0
DL1PD6085,2025-10-16T19:50:01+05:30,28.662432,77.182182,0.0,0.0,0.0,0.0,0.0
DL1PD5466,2025-10-16T19:50:01+05:30,28.541378,77.021194,0.0,0.0,0.0,0.0,0.0
DL1PD5460,2025-10-16T19:50:01+05:30,28.703285,77.192665,0.0,0.0,0.0,0.0,0.0
DL1PD4448,2025-10-16T19:50:01+05:30,28.682026,77.053703,0.0,0.0,0.0,0.0,0.0
DL1PD5094,2025-10-16T19:50:01+05:30,28.53756,77.092209,0.0,0.0,0.0,0.0,0.0
DL1PD5963,2025-10-16T19:50:02+05:30,28.525175,77.256416,0.0,0.0,0.0,0.0,0.0
DL1PD4419,2025-10-16T19:50:02+05:30,28.701267,77.092018,0.0,0.0,0.0,0.0,0.0
DL1PD4671,2025-10-16T19:50:02+05:30,28.71879,77.083984,0.0,0.0,0.0,0.0,0.0
DL1PD6379,2025-10-16T19:50:02+05:30,28.612471,77.088493,0.0,0.0,0.0,0.0,0.0
DL1PD4513,2025-10-16T19:50:02+05:30,28.726511,77.003319,0.0,0.0,0.0,0.0,0.0
DL1PD5303,2025-10-16T19:50:02+05:30,28.679031,77.096848,0.0,0.0,0.0,0.0,0.0
DL1PD4876,2025-10-16T19:50:02+05:30,28.625618,77.065842,0.0,0.0,0.0,0.0,0.0
DL1PD6126,2025-10-16T19:50:03+05:30,28.626022,77.065498,0.0,0.0,0.0,0.0,0.0
DL1PD4865,2025-10-16T19:50:03+05:30,28.70327,77.075287,0.0,0.0,0.0,0.0,0.0
DL1PD6004,2025-10-16T19:50:03+05:30,28.574497,77.209572,0.0,0.0,0.0,0.0,0.0
DL1PD5661,2025-10-16T19:50:03+05:30,28.568512,77.130592,0.0,0.0,0.0,0.0,0.0
DL1PD4805,2025-10-16T19:50:03+05:30,28.682127,77.030067,0.0,0.0,0.0,0.0,0.0
DL1PD4779,2025-10-16T19:50:03+05:30,28.667978,77.223282,0.0,0.0,0.0,0.0,0.0
DL1PD4780,2025-10-16T19:50:03+05:30,28.648438,77.150742,0.0,0.0,0.0,0.0,0.0
DL1PD5609,2025-10-16T19:50:03+05:30,28.7038,77.075081,0.0,0.0,0.0,0.0,0.0
DL1PD5009,2025-10-16T19:50:03+05:30,28.670366,77.166046,0.0,0.0,0.0,0.0,0.0
DL1PD5453,2025-10-16T19:50:03+05:30,28.66942,77.227264,0.0,0.0,0.0,0.0,0.0
DL1PD4966,2025-10-16T19:50:03+05:30,28.665573,77.230011,0.0,0.0,0.0,0.0,0.0
DL1PD5594,2025-10-16T19:50:03+05:30,28.63726,77.314499,0.0,0.0,0.0,0.0,0.0
DL1PD5297,2025-10-16T19:50:03+05:30,28.722334,77.165688,0.0,0.0,0.0,0.0,0.0
DL1PD4643,2025-10-16T19:50:03+05:30,28.703281,77.076401,0.0,0.0,0.0,0.0,0.0
DL1PD4206,2025-10-16T19:50:04+05:30,28.605955,77.226089,0.0,0.0,0.0,0.0,0.0
DL1PD5337,2025-10-16T19:50:04+05:30,28.601521,77.17984,0.0,0.0,0.0,0.0,0.0
DL1PD5589,2025-10-16T19:50:04+05:30,28.703978,77.191422,0.0,0.0,0.0,0.0,0.0
DL1PD5160,2025-10-16T19:50:04+05:30,28.619068,77.028076,0.0,0.0,0.0,0.0,0.0
DL1PD6071,2025-10-16T19:50:04+05:30,28.557039,77.09201,0.0,0.0,0.0,0.0,0.0
DL1PD4962,2025-10-16T19:50:04+05:30,28.576315,77.210716,0.0,0.0,0.0,0.0,0.0
DL1PD4729,2025-10-16T19:50:04+05:30,28.682121,77.053902,0.0,0.0,0.0,0.0,0.0
DL51EV4113,2025-10-16T19:50:04+05:30,28.698757,77.321999,0.0,0.0,0.0,0.0,0.0
DL1PD5372,2025-10-16T19:50:04+05:30,28.630613,77.080147,0.0,0.0,0.0,0.0,0.0
DL1PD5360,2025-10-16T19:50:04+05:30,28.795675,77.04097,0.0,0.0,0.0,0.0,0.0
DL1PD5417,2025-10-16T19:50:04+05:30,28.642847,77.179977,0.0,0.0,0.0,0.0,0.0
DL1PD5161,2025-10-16T19:50:04+05:30,28.61738,77.010529,0.0,0.0,0.0,0.0,0.0
DL1PD5419,2025-10-16T19:50:04+05:30,28.703239,77.075439,0.0,0.0,0.0,0.0,0.0
DL1PD4781,2025-10-16T19:50:04+05:30,28.693546,77.219322,0.0,0.0,0.0,0.0,0.0
DL1PD5637,2025-10-16T19:50:04+05:30,28.636621,77.095444,0.0,0.0,0.0,0.0,0.0
DL1PD4123,2025-10-16T19:50:04+05:30,28.521658,77.08226,0.0,0.0,0.0,0.0,0.0
DL1PD5701,2025-10-16T19:50:04+05:30,28.79129,77.038872,0.0,0.0,0.0,0.0,0.0
DL1PD4498,2025-10-16T19:50:04+05:30,28.730721,77.093155,0.0,0.0,0.0,0.0,0.0
DL1PD6123,2025-10-16T19:50:04+05:30,28.657381,77.194954,0.0,0.0,0.0,0.0,0.0
DL1PD5113,2025-10-16T19:50:04+05:30,28.626034,77.065582,0.0,0.0,0.0,0.0,0.0
DL1PD5135,2025-10-16T19:50:04+05:30,28.620853,77.051079,0.0,0.0,0.0,0.0,0.0
DL1PD5976,2025-10-16T19:50:04+05:30,28.682243,77.035118,0.0,0.0,0.0,0.0,0.0
DL1PD5644,2025-10-16T19:50:04+05:30,28.604689,77.199326,0.0,0.0,0.0,0.0,0.0
DL1PD4245,2025-10-16T19:50:04+05:30,28.548941,77.261429,0.0,0.0,0.0,0.0,0.0
DL1PD4682,2025-10-16T19:50:04+05:30,28.73588,77.157387,0.0,0.0,0.0,0.0,0.0
DL1PD4741,2025-10-16T19:50:04+05:30,28.682089,77.049316,0.0,0.0,0.0,0.0,0.0
DL1PD5141,2025-10-16T19:50:04+05:30,28.66186,77.234787,0.0,0.0,0.0,0.0,0.0
DL1PD5223,2025-10-16T19:50:04+05:30,28.717367,77.170013,0.0,0.0,0.0,0.0,0.0
DL1PD4591,2025-10-16T19:50:04+05:30,28.651159,77.249496,0.0,0.0,0.0,0.0,0.0
DL1PD6174,2025-10-16T19:50:04+05:30,28.640879,77.011581,0.0,0.0,0.0,0.0,0.0
DL1PD4434,2025-10-16T19:50:04+05:30,28.683706,77.015175,0.0,0.0,0.0,0.0,0.0
DL1PD4368,2025-10-16T19:50:04+05:30,28.635355,77.061745,0.0,0.0,0.0,0.0,0.0
DL1PD5322,2025-10-16T19:50:04+05:30,28.566282,77.207779,0.0,0.0,0.0,0.0,0.0
DL1PD5795,2025-10-16T19:50:05+05:30,28.684607,77.005432,0.0,0.0,0.0,0.0,0.0
DL1PD5480,2025-10-16T19:50:05+05:30,28.686371,77.194939,0.0,0.0,0.0,0.0,0.0
DL1PD5605,2025-10-16T19:50:05+05:30,28.673674,77.225693,0.0,0.0,0.0,0.0,0.0
DL1PD4102,2025-10-16T19:50:05+05:30,28.596567,77.135605,0.0,0.0,0.0,0.0,0.0
DL1PD4150,2025-10-16T19:50:05+05:30,28.606401,77.226379,0.0,0.0,0.0,0.0,0.0
DL1PD5984,2025-10-16T19:50:05+05:30,28.619497,77.017143,0.0,0.0,0.0,0.0,0.0
DL1PD5720,2025-10-16T19:50:05+05:30,28.528324,77.071304,0.0,0.0,0.0,0.0,0.0
DL1PD4440,2025-10-16T19:50:05+05:30,28.694857,77.106956,0.0,0.0,0.0,0.0,0.0
DL1PD5523,2025-10-16T19:50:05+05:30,28.759754,77.147156,0.0,0.0,0.0,0.0,0.0
DL1PD5058,2025-10-16T19:50:05+05:30,28.565874,77.060432,0.0,0.0,0.0,0.0,0.0
DL1PD4353,2025-10-16T19:50:05+05:30,28.626001,77.065475,0.0,0.0,0.0,0.0,0.0
DL1PD5191,2025-10-16T19:50:05+05:30,28.77578,77.142853,0.0,0.0,0.0,0.0,0.0
DL1PD6142,2025-10-16T19:50:05+05:30,28.700167,77.094154,0.0,0.0,0.0,0.0,0.0
DL1PD6072,2025-10-16T19:50:05+05:30,28.671827,77.093506,0.0,0.0,0.0,0.0,0.0
DL1PD6014,2025-10-16T19:50:05+05:30,28.682266,77.068306,0.0,0.0,0.0,0.0,0.0
DL1PD5881,2025-10-16T19:50:05+05:30,28.672098,77.093582,0.0,0.0,0.0,0.0,0.0
DL1PD4649,2025-10-16T19:50:05+05:30,28.511736,77.184341,0.0,0.0,0.0,0.0,0.0
DL1PD5929,2025-10-16T19:50:05+05:30,28.662239,77.011948,0.0,0.0,0.0,0.0,0.0
DL1PD5333,2025-10-16T19:50:05+05:30,28.569849,77.163559,0.0,0.0,0.0,0.0,0.0
DL1PD5331,2025-10-16T19:50:05+05:30,28.605272,77.072762,0.0,0.0,0.0,0.0,0.0
DL1PD4522,2025-10-16T19:50:05+05:30,28.727093,77.003044,0.0,0.0,0.0,0.0,0.0
DL1PD5348,2025-10-16T19:50:05+05:30,28.654682,77.136986,0.0,0.0,0.0,0.0,0.0
DL1PD5102,2025-10-16T19:50:05+05:30,28.771593,77.137169,0.0,0.0,0.0,0.0,0.0
DL1PD5598,2025-10-16T19:50:05+05:30,28.723789,77.072495,0.0,0.0,0.0,0.0,0.0
DL1PD4581,2025-10-16T19:50:05+05:30,28.591059,77.168015,0.0,0.0,0.0,0.0,0.0
DL1PD5665,2025-10-16T19:50:05+05:30,28.684422,77.196358,0.0,0.0,0.0,0.0,0.0
DL1PD5797,2025-10-16T19:50:05+05:30,28.619368,77.286095,0.0,0.0,0.0,0.0,0.0
DL1PD5495,2025-10-16T19:50:05+05:30,28.697426,77.116089,0.0,0.0,0.0,0.0,0.0
DL1PD5180,2025-10-16T19:50:05+05:30,28.672285,77.226082,0.0,0.0,0.0,0.0,0.0
DL1PD5044,2025-10-16T19:50:05+05:30,28.639141,77.1436,0.0,0.0,0.0,0.0,0.0
DL1PD4661,2025-10-16T19:50:05+05:30,28.595596,77.122833,0.0,0.0,0.0,0.0,0.0
DL1PD4676,2025-10-16T19:50:05+05:30,28.51757,77.217804,0.0,0.0,0.0,0.0,0.0
DL1PD5046,2025-10-16T19:50:05+05:30,28.730064,77.159805,0.0,0.0,0.0,0.0,0.0
DL1PD6442,2025-10-16T19:50:05+05:30,28.624842,77.06517,0.0,0.0,0.0,0.0,0.0
DL1PD4531,2025-10-16T19:50:05+05:30,28.711678,77.080818,0.0,0.0,0.0,0.0,0.0
DL1PD5871,2025-10-16T19:50:05+05:30,28.668386,77.092987,0.0,0.0,0.0,0.0,0.0
DL1PD4838,2025-10-16T19:50:05+05:30,28.664965,77.234421,0.0,0.0,0.0,0.0,0.0
DL1PD4473,2025-10-16T19:50:05+05:30,28.669178,77.229034,0.0,0.0,0.0,0.0,0.0
DL1PD5544,2025-10-16T19:50:05+05:30,28.673429,77.225761,0.0,0.0,0.0,0.0,0.0
DL1PD4402,2025-10-16T19:50:05+05:30,28.687868,77.193855,0.0,0.0,0.0,0.0,0.0
DL1PD4836,2025-10-16T19:50:05+05:30,28.594782,77.071938,0.0,0.0,0.0,0.0,0.0
DL1PD6254,2025-10-16T19:50:05+05:30,28.697285,77.083954,0.0,0.0,0.0,0.0,0.0
DL1PD5472,2025-10-16T19:50:05+05:30,28.734316,77.018478,0.0,0.0,0.0,0.0,0.0
DL1PD4703,2025-10-16T19:50:05+05:30,28.509346,77.178375,0.0,0.0,0.0,0.0,0.0
DL1PD5700,2025-10-16T19:50:05+05:30,28.56753,77.127419,0.0,0.0,0.0,0.0,0.0
DL1PD6025,2025-10-16T19:50:05+05:30,28.698116,77.097687,0.0,0.0,0.0,0.0,0.0
DL1PD4685,2025-10-16T19:50:05+05:30,28.59343,77.166885,0.0,0.0,0.0,0.0,0.0
DL1PD5041,2025-10-16T19:50:05+05:30,28.625969,77.065102,0.0,0.0,0.0,0.0,0.0
DL1PD4194,2025-10-16T19:50:05+05:30,28.503313,77.280846,0.0,0.0,0.0,0.0,0.0
DL1PD5554,2025-10-16T19:50:05+05:30,28.669266,77.229187,0.0,0.0,0.0,0.0,0.0
DL1PD4499,2025-10-16T19:50:05+05:30,28.686609,77.20562,0.0,0.0,0.0,0.0,0.0
DL1PD5893,2025-10-16T19:50:05+05:30,28.678127,77.105064,0.0,0.0,0.0,0.0,0.0
DL1PD6005,2025-10-16T19:50:05+05:30,28.620409,77.023361,0.0,0.0,0.0,0.0,0.0
DL1PD5465,2025-10-16T19:50:05+05:30,28.671286,77.157028,0.0,0.0,0.0,0.0,0.0
DL1PD4937,2025-10-16T19:50:05+05:30,28.579054,77.17598,0.0,0.0,0.0,0.0,0.0
DL51GD4124,2025-10-16T19:50:05+05:30,28.690477,77.097214,0.0,0.0,0.0,0.0,0.0
DL1PD5412,2025-10-16T19:50:05+05:30,28.699144,77.095856,0.0,0.0,0.0,0.0,0.0
DL1PD6168,2025-10-16T19:50:05+05:30,28.574841,77.262077,0.0,0.0,0.0,0.0,0.0
DL1PD4139,2025-10-16T19:50:05+05:30,28.51499,77.18718,0.0,0.0,0.0,0.0,0.0
DL1PD5485,2025-10-16T19:50:05+05:30,28.654881,77.12545,0.0,0.0,0.0,0.0,0.0
DL1PD5319,2025-10-16T19:50:05+05:30,28.590969,77.069618,0.0,0.0,0.0,0.0,0.0
DL1PD6103,2025-10-16T19:50:05+05:30,28.667746,77.222298,0.0,0.0,0.0,0.0,0.0
DL1PD5789,2025-10-16T19:50:05+05:30,28.636702,77.095642,0.0,0.0,0.0,0.0,0.0
DL1PD5280,2025-10-16T19:50:05+05:30,28.61319,77.190147,0.0,0.0,0.0,0.0,0.0
DL1PD5178,2025-10-16T19:50:05+05:30,28.629984,77.220406,0.0,0.0,0.0,0.0,0.0
DL1PD4618,2025-10-16T19:50:05+05:30,28.704262,77.190094,0.0,0.0,0.0,0.0,0.0
DL1PD5328,2025-10-16T19:50:05+05:30,28.520142,77.158882,0.0,0.0,0.0,0.0,0.0
DL1PD4825,2025-10-16T19:50:06+05:30,28.733892,77.02169,0.0,0.0,0.0,0.0,0.0
DL1PD4713,2025-10-16T19:50:06+05:30,28.663061,77.215752,0.0,0.0,0.0,0.0,0.0
DL1PD4373,2025-10-16T19:50:06+05:30,28.536711,77.114395,0.0,0.0,0.0,0.0,0.0
DL1PD4190,2025-10-16T19:50:06+05:30,28.521645,77.082336,0.0,0.0,0.0,0.0,0.0
DL1PD4582,2025-10-16T19:50:06+05:30,28.631197,77.216896,0.0,0.0,0.0,0.0,0.0
DL1PD4853,2025-10-16T19:50:06+05:30,28.591099,77.168091,0.0,0.0,0.0,0.0,0.0
DL1PD4803,2025-10-16T19:50:06+05:30,28.644274,77.191353,0.0,0.0,0.0,0.0,0.0
DL1PD5242,2025-10-16T19:50:06+05:30,28.623535,77.062805,0.0,0.0,0.0,0.0,0.0
DL1PD4706,2025-10-16T19:50:06+05:30,28.541346,77.183655,0.0,0.0,0.0,0.0,0.0
DL1PD4611,2025-10-16T19:50:06+05:30,28.565132,77.049965,0.0,0.0,0.0,0.0,0.0
DL1PD5313,2025-10-16T19:50:06+05:30,28.568808,77.217033,0.0,0.0,0.0,0.0,0.0
DL1PD5468,2025-10-16T19:50:06+05:30,28.652611,77.131226,0.0,0.0,0.0,0.0,0.0
DL1PD5587,2025-10-16T19:50:06+05:30,28.671303,77.156937,0.0,0.0,0.0,0.0,0.0
DL1PD4958,2025-10-16T19:50:06+05:30,28.70359,77.263237,0.0,0.0,0.0,0.0,0.0
DL1PD5892,2025-10-16T19:50:06+05:30,28.624226,77.063797,0.0,0.0,0.0,0.0,0.0
DL1PD4495,2025-10-16T19:50:06+05:30,28.671026,77.17569,0.0,0.0,0.0,0.0,0.0
DL1PD5939,2025-10-16T19:50:06+05:30,28.61952,77.027061,0.0,0.0,0.0,0.0,0.0
DL1PD5277,2025-10-16T19:50:06+05:30,28.770308,77.126015,0.0,0.0,0.0,0.0,0.0
DL51EV2892,2025-10-16T19:50:06+05:30,28.692001,77.279358,0.0,0.0,0.0,0.0,0.0
DL1PD6314,2025-10-16T19:50:06+05:30,28.724869,77.1633,0.0,0.0,0.0,0.0,0.0
DL1PD4654,2025-10-16T19:50:06+05:30,28.592865,77.166779,0.0,0.0,0.0,0.0,0.0
DL1PD4636,2025-10-16T19:50:06+05:30,28.607069,77.188423,0.0,0.0,0.0,0.0,0.0
DL1PD5678,2025-10-16T19:50:06+05:30,28.64234,77.014641,0.0,0.0,0.0,0.0,0.0
DL1PD5981,2025-10-16T19:50:06+05:30,28.613932,77.136383,0.0,0.0,0.0,0.0,0.0
DL1PD4976,2025-10-16T19:50:06+05:30,28.6908,77.027664,0.0,0.0,0.0,0.0,0.0
DL1PD4567,2025-10-16T19:50:06+05:30,28.701799,77.134697,0.0,0.0,0.0,0.0,0.0
DL1PD5557,2025-10-16T19:50:06+05:30,28.636543,77.313423,0.0,0.0,0.0,0.0,0.0
DL1PD4516,2025-10-16T19:50:06+05:30,28.632017,77.214996,0.0,0.0,0.0,0.0,0.0
DL1PD5836,2025-10-16T19:50:06+05:30,28.625546,77.067558,0.0,0.0,0.0,0.0,0.0
DL1PD4354,2025-10-16T19:50:06+05:30,28.706827,77.227715,0.0,0.0,0.0,0.0,0.0
DL1PD4372,2025-10-16T19:50:06+05:30,28.676973,77.114075,0.0,0.0,0.0,0.0,0.0
DL1PD4236,2025-10-16T19:50:06+05:30,28.58078,77.211739,0.0,0.0,0.0,0.0,0.0
DL51EV3002,2025-10-16T19:50:06+05:30,28.696531,77.099289,0.0,0.0,0.0,0.0,0.0
DL1PD5414,2025-10-16T19:50:06+05:30,28.728115,77.092125,0.0,0.0,0.0,0.0,0.0
DL1PD5447,2025-10-16T19:50:06+05:30,28.532747,77.053909,0.0,0.0,0.0,0.0,0.0
DL1PD5575,2025-10-16T19:50:06+05:30,28.610025,77.173393,0.0,0.0,0.0,0.0,0.0
DL1PD5421,2025-10-16T19:50:06+05:30,28.641659,77.145508,0.0,0.0,0.0,0.0,0.0
DL1PD5801,2025-10-16T19:50:06+05:30,28.642246,77.174149,0.0,0.0,0.0,0.0,0.0
DL51EV3029,2025-10-16T19:50:06+05:30,28.676371,77.118607,0.0,0.0,0.0,0.0,0.0
DL1PD4967,2025-10-16T19:50:06+05:30,28.660332,77.228645,0.0,0.0,0.0,0.0,0.0
DL1PD7108,2025-10-16T19:50:06+05:30,28.56842,77.253525,0.0,0.0,0.0,0.0,0.0
DL1PD4487,2025-10-16T19:50:06+05:30,28.667801,77.223846,0.0,0.0,0.0,0.0,0.0
DL1PD5287,2025-10-16T19:50:06+05:30,28.611151,77.098755,0.0,0.0,0.0,0.0,0.0
DL1PD5781,2025-10-16T19:50:06+05:30,28.640524,77.17672,0.0,0.0,0.0,0.0,0.0
DL1PD4870,2025-10-16T19:50:06+05:30,28.653311,77.202438,0.0,0.0,0.0,0.0,0.0
DL1PD4794,2025-10-16T19:50:06+05:30,28.693703,77.218925,0.0,0.0,0.0,0.0,0.0
DL1PD4246,2025-10-16T19:50:06+05:30,28.55735,77.090981,0.0,0.0,0.0,0.0,0.0
DL1PD4349,2025-10-16T19:50:06+05:30,28.546646,77.194275,0.0,0.0,0.0,0.0,0.0
DL51GD5740,2025-10-16T19:50:06+05:30,28.728722,77.197327,0.0,0.0,0.0,0.0,0.0
DL1PD5265,2025-10-16T19:50:06+05:30,28.661615,77.239784,0.0,0.0,0.0,0.0,0.0
DL1PD5640,2025-10-16T19:50:06+05:30,28.61978,77.024902,0.0,0.0,0.0,0.0,0.0
DL1PD5386,2025-10-16T19:50:06+05:30,28.643702,77.186836,0.0,0.0,0.0,0.0,0.0
DL1PD4566,2025-10-16T19:50:06+05:30,28.688841,77.193161,0.0,0.0,0.0,0.0,0.0
DL1PD5630,2025-10-16T19:50:06+05:30,28.617096,77.03215,0.0,0.0,0.0,0.0,0.0
DL1PD6019,2025-10-16T19:50:06+05:30,28.625839,77.068092,0.0,0.0,0.0,0.0,0.0
DL1PD4543,2025-10-16T19:50:06+05:30,28.557501,77.173386,0.0,0.0,0.0,0.0,0.0
DL1PD4934,2025-10-16T19:50:06+05:30,28.568853,77.214958,0.0,0.0,0.0,0.0,0.0
DL1PD4503,2025-10-16T19:50:06+05:30,28.67141,77.156281,0.0,0.0,0.0,0.0,0.0
DL1PD5154,2025-10-16T19:50:06+05:30,28.640532,77.23127,0.0,0.0,0.0,0.0,0.0
DL1PD5685,2025-10-16T19:50:06+05:30,28.731585,77.032066,0.0,0.0,0.0,0.0,0.0
DL1PD4577,2025-10-16T19:50:06+05:30,28.726231,77.127182,0.0,0.0,0.0,0.0,0.0
DL1PD4653,2025-10-16T19:50:06+05:30,28.682177,77.037132,0.0,0.0,0.0,0.0,0.0
DL1PD5396,2025-10-16T19:50:06+05:30,28.703051,77.075844,0.0,0.0,0.0,0.0,0.0
DL1PD4664,2025-10-16T19:50:06+05:30,28.525202,77.084305,0.0,0.0,0.0,0.0,0.0
DL1PD6063,2025-10-16T19:50:06+05:30,28.526821,77.10144,0.0,0.0,0.0,0.0,0.0
DL1PD6129,2025-10-16T19:50:06+05:30,28.624308,77.067818,0.0,0.0,0.0,0.0,0.0
DL1PD4469,2025-10-16T19:50:06+05:30,28.694565,77.194557,0.0,0.0,0.0,0.0,0.0
DL1PD4180,2025-10-16T19:50:06+05:30,28.6266,77.213448,0.0,0.0,0.0,0.0,0.0
DL1PD4889,2025-10-16T19:50:06+05:30,28.703148,77.075562,0.0,0.0,0.0,0.0,0.0
DL51EV3009,2025-10-16T19:50:06+05:30,28.714239,77.076912,0.0,0.0,0.0,0.0,0.0
DL51EV3272,2025-10-16T19:50:06+05:30,28.685791,77.33139,0.0,0.0,0.0,0.0,0.0
DL1PD4411,2025-10-16T19:50:06+05:30,28.679228,77.0961,0.0,0.0,0.0,0.0,0.0
DL1PD5668,2025-10-16T19:50:06+05:30,28.532803,77.054649,0.0,0.0,0.0,0.0,0.0
DL1PD5159,2025-10-16T19:50:06+05:30,28.516558,77.161591,0.0,0.0,0.0,0.0,0.0
DL1PD5913,2025-10-16T19:50:06+05:30,28.68203,77.068031,0.0,0.0,0.0,0.0,0.0
DL1PD5864,2025-10-16T19:50:06+05:30,28.636328,77.095894,0.0,0.0,0.0,0.0,0.0
DL1PD4554,2025-10-16T19:50:06+05:30,28.684532,77.006042,0.0,0.0,0.0,0.0,0.0
DL1PD6453,2025-10-16T19:50:06+05:30,28.623428,77.068542,0.0,0.0,0.0,0.0,0.0
DL1PD5384,2025-10-16T19:50:06+05:30,28.648249,77.245934,0.0,0.0,0.0,0.0,0.0
DL1PD4752,2025-10-16T19:50:06+05:30,28.696318,77.112007,0.0,0.0,0.0,0.0,0.0
DL1PD4650,2025-10-16T19:50:06+05:30,28.652231,77.130173,0.0,0.0,0.0,0.0,0.0
DL1PD4595,2025-10-16T19:50:06+05:30,28.718493,77.083771,0.0,0.0,0.0,0.0,0.0
DL1PD4985,2025-10-16T19:50:06+05:30,28.51594,77.224854,0.0,0.0,0.0,0.0,0.0
DL1PD4826,2025-10-16T19:50:06+05:30,28.590511,77.222839,0.0,0.0,0.0,0.0,0.0
DL1PD4565,2025-10-16T19:50:06+05:30,28.786833,77.09581,0.0,0.0,0.0,0.0,0.0
DL51EV4335,2025-10-16T19:50:06+05:30,28.65984,77.320358,0.0,0.0,0.0,0.0,0.0
DL1PD5918,2025-10-16T19:50:06+05:30,28.622599,77.068626,0.0,0.0,0.0,0.0,0.0
DL1PD5206,2025-10-16T19:50:06+05:30,28.592743,77.080643,0.0,0.0,0.0,0.0,0.0
DL1PD4990,2025-10-16T19:50:06+05:30,28.549122,77.127434,0.0,0.0,0.0,0.0,0.0
DL1PD6470,2025-10-16T19:50:06+05:30,28.670673,77.110329,0.0,0.0,0.0,0.0,0.0
DL51EV4387,2025-10-16T19:50:06+05:30,28.727922,77.145042,0.0,0.0,0.0,0.0,0.0
DL1PD4928,2025-10-16T19:50:06+05:30,28.673315,77.139488,0.0,0.0,0.0,0.0,0.0
DL1PD5916,2025-10-16T19:50:06+05:30,28.551836,77.182381,0.0,0.0,0.0,0.0,0.0
DL1PD5923,2025-10-16T19:50:06+05:30,28.513578,77.235275,0.0,0.0,0.0,0.0,0.0
DL1PD5219,2025-10-16T19:50:06+05:30,28.735279,77.155975,0.0,0.0,0.0,0.0,0.0
DL51EV3252,2025-10-16T19:50:06+05:30,28.73506,77.086868,0.0,0.0,0.0,0.0,0.0
DL1PD5541,2025-10-16T19:50:06+05:30,28.724901,77.163673,0.0,0.0,0.0,0.0,0.0
DL1PD5636,2025-10-16T19:50:06+05:30,28.768465,77.049393,0.0,0.0,0.0,0.0,0.0
DL1PD5139,2025-10-16T19:50:06+05:30,28.532694,77.05265,0.0,0.0,0.0,0.0,0.0
DL1PD5591,2025-10-16T19:50:06+05:30,28.665474,77.0924,0.0,0.0,0.0,0.0,0.0
