Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-06-12,69.13,227.93,29.25,48.67,52.36,30.22,20.01,1.34,56.5,1.94,13.69,6.18,,1.97,2.05,36.52,32.59,1.14,194.09,0.0,0.0,177.26,960.45,0.3
2024-06-13,54.84,212.02,14.78,35.63,33.84,30.76,16.82,1.04,54.7,1.29,11.02,6.03,,1.46,1.34,37.7,31.93,1.69,194.93,0.0,0.0,185.44,960.35,0.34
2024-06-14,48.32,237.16,8.98,25.95,23.3,29.19,15.69,0.9,50.65,0.92,6.87,5.96,,1.33,1.12,36.89,35.15,2.13,200.05,0.0,0.0,166.75,960.37,0.34
2024-06-15,46.49,199.49,9.69,28.28,24.97,29.01,15.64,1.02,47.48,0.94,5.38,5.98,,1.45,1.26,37.08,34.86,1.89,197.27,0.0,0.0,185.66,960.33,0.03
2024-06-16,56.59,216.9,12.19,30.98,28.59,28.13,19.88,1.04,44.39,1.1,5.5,5.96,,1.5,1.28,37.47,34.73,1.56,197.12,0.0,0.0,176.59,960.49,0.02
2024-06-17,55.47,199.11,13.16,31.26,29.4,29.1,20.24,0.99,41.99,1.22,6.33,6.2,,1.54,1.31,37.51,34.35,1.58,193.48,0.0,0.0,179.02,958.76,0.08
2024-06-18,71.99,312.66,14.37,29.22,29.29,29.7,18.23,0.99,28.01,1.03,5.73,6.13,,1.22,1.06,37.97,37.1,1.75,197.53,0.0,0.0,170.96,958.37,0.15
2024-06-19,66.41,314.61,13.54,26.06,27.46,29.65,15.83,0.88,32.08,0.93,5.66,6.71,,1.21,1.16,37.67,38.48,2.03,187.94,0.0,0.0,158.52,948.06,0.11
2024-06-20,45.45,149.54,10.01,26.58,25.02,29.27,14.28,0.86,59.49,0.97,8.6,6.24,,2.15,1.55,33.6,48.86,1.52,154.54,0.0,0.0,130.13,949.73,0.09
2024-06-21,64.54,182.33,13.69,32.14,30.93,32.12,14.71,1.08,36.06,1.63,11.76,6.09,,1.92,2.15,32.08,59.62,1.27,161.29,0.09,0.06,117.44,950.8,0.1
2024-06-22,90.71,193.11,20.03,36.38,39.01,44.19,13.89,1.1,41.27,1.99,12.43,6.21,,1.8,2.34,33.48,56.01,1.0,154.69,0.01,0.0,144.47,959.47,0.16
2024-06-23,63.26,136.37,13.52,30.45,30.56,46.31,14.22,1.0,39.99,1.31,6.46,6.41,,1.48,1.65,33.92,56.04,1.02,146.03,0.01,0.01,140.5,959.94,0.15
2024-06-24,59.61,141.44,16.05,32.5,33.85,48.53,13.07,1.02,34.73,1.42,8.1,6.48,,4.1,2.46,33.38,60.4,1.07,155.31,0.02,0.01,120.31,959.61,0.23
2024-06-25,68.32,143.82,14.63,27.72,29.31,50.21,12.64,0.99,38.15,1.24,10.81,6.5,,1.75,2.03,33.91,59.89,0.96,152.52,0.0,0.0,136.03,958.34,0.28
2024-06-26,53.45,120.39,11.02,26.33,25.4,44.23,12.66,1.05,32.08,1.24,7.92,6.3,,1.59,1.92,33.37,60.49,1.25,152.71,0.01,0.0,108.37,966.98,0.23
2024-06-27,30.29,66.42,11.23,23.43,24.29,42.7,11.57,0.86,25.73,0.97,4.31,6.25,,1.14,1.37,31.34,69.55,1.64,142.7,0.1,0.06,130.09,969.45,0.19
2024-06-28,42.76,91.19,12.96,26.35,27.39,41.57,12.52,0.96,28.71,1.22,5.74,6.14,,1.15,1.45,30.18,77.71,1.19,159.38,0.8,0.43,88.44,969.92,-0.33
2024-06-29,74.64,119.3,18.36,28.82,33.26,40.2,10.6,0.99,27.98,1.44,8.62,6.35,,1.34,1.8,31.3,75.67,1.08,164.4,0.04,0.02,134.38,968.47,-0.06
2024-06-30,62.75,134.54,18.81,23.11,31.3,40.76,11.38,0.94,31.51,1.04,8.52,6.51,,1.15,1.21,33.26,69.1,0.91,160.44,0.0,0.0,163.56,958.51,0.04
2024-07-01,36.49,96.52,16.79,25.01,30.25,40.58,11.7,0.85,35.84,0.91,7.49,6.38,,1.52,1.34,33.09,65.29,0.93,190.36,0.0,0.0,135.78,957.62,-0.03
2024-07-02,42.7,120.23,17.6,26.5,31.3,35.29,11.07,0.9,32.18,1.0,9.26,6.15,,1.56,1.53,33.33,65.7,0.88,183.53,0.0,0.0,116.95,956.97,-0.12
2024-07-03,35.5,95.67,17.55,27.1,32.35,37.0,11.39,0.95,26.3,1.3,8.93,5.83,,1.34,1.68,30.89,76.42,1.14,158.84,0.06,0.04,75.07,958.67,-0.43
2024-07-04,27.08,62.16,15.69,23.71,27.84,39.07,11.98,0.91,26.0,1.12,9.69,5.89,,1.62,2.02,30.87,77.75,0.9,137.97,0.03,0.02,93.6,959.54,-0.29
2024-07-05,28.68,70.27,12.93,23.51,24.73,37.11,12.21,0.93,25.11,1.08,9.62,5.4,,1.66,2.02,31.28,75.94,1.23,134.38,0.01,0.0,119.53,958.29,-0.14
2024-07-06,23.93,62.57,15.99,20.44,24.15,35.74,11.66,0.9,27.57,1.1,11.63,5.06,,1.72,1.73,31.34,74.79,1.17,142.0,0.01,0.01,109.49,957.99,-0.13
2024-07-07,12.02,43.65,16.36,20.92,27.86,35.27,11.45,0.81,27.63,1.04,13.15,4.99,,1.44,1.55,31.56,68.1,1.46,138.27,0.0,0.0,158.16,959.34,-0.17
2024-07-08,21.77,61.66,15.08,22.96,27.55,33.09,12.69,0.84,26.52,1.68,17.03,5.64,,1.68,1.7,30.17,74.73,1.49,141.39,0.0,0.0,137.89,960.91,-0.42
2024-07-09,43.27,100.44,21.3,31.95,37.22,31.73,12.07,1.07,27.98,2.01,23.59,6.69,,1.7,2.08,30.93,78.15,0.8,146.31,0.14,0.08,88.0,960.23,-0.47
2024-07-10,60.78,135.14,23.94,33.89,40.59,32.93,11.03,1.12,30.44,2.42,27.28,6.97,,1.92,2.63,32.12,74.2,0.83,156.71,0.02,0.01,123.13,960.04,-0.57
2024-07-11,51.86,125.62,19.15,29.67,34.34,36.53,10.68,0.95,37.04,2.28,20.94,6.93,,1.72,2.32,33.99,65.63,0.88,158.38,0.0,0.0,175.07,957.41,-0.24
2024-07-12,28.2,102.66,14.77,30.14,31.29,40.19,11.32,0.8,33.71,1.37,15.65,7.9,,1.49,1.69,32.56,61.16,1.19,191.08,0.0,0.0,103.11,958.09,-0.14
2024-07-13,38.42,100.1,14.13,35.13,32.98,37.32,11.15,0.95,36.29,1.96,22.13,5.73,,1.63,2.13,31.67,69.97,0.87,165.02,0.11,0.07,134.61,958.51,-0.38
2024-07-14,49.22,118.02,15.85,33.86,33.73,38.21,12.26,0.94,39.81,1.81,20.91,5.87,,1.76,2.3,33.27,65.44,0.68,153.36,0.0,0.0,142.72,957.95,-0.15
2024-07-15,45.87,101.52,14.28,30.51,30.85,38.66,12.51,0.95,31.05,2.1,24.08,5.71,,1.44,1.88,32.35,70.7,0.96,138.56,0.09,0.04,121.09,959.58,-0.08
2024-07-16,43.79,98.45,13.46,25.51,27.18,39.96,10.35,0.87,31.1,1.76,16.57,6.11,,0.91,1.39,33.74,66.02,1.16,139.98,0.0,0.0,161.66,959.36,0.01
2024-07-17,36.01,87.03,10.68,25.67,24.51,39.69,11.76,0.85,29.38,1.68,16.42,5.99,,1.18,1.35,33.41,67.31,1.08,147.55,0.03,0.02,133.37,959.35,-0.01
2024-07-18,43.12,101.02,14.27,32.15,31.01,38.49,11.74,1.02,24.98,1.73,22.42,5.97,,1.32,1.5,31.98,74.47,0.85,154.86,0.06,0.04,94.07,959.48,-0.23
2024-07-19,65.34,136.63,22.27,30.77,37.25,39.66,11.14,1.04,27.57,1.89,15.41,6.04,,1.36,1.93,32.35,73.55,0.93,153.54,0.0,0.0,122.53,958.89,-0.14
2024-07-20,48.78,103.35,13.18,25.94,27.11,43.0,11.72,0.86,29.92,1.54,14.56,5.97,,1.14,1.25,33.25,66.93,0.86,149.24,0.0,0.0,153.38,948.22,-0.03
2024-07-21,42.02,92.4,13.51,25.87,27.24,38.84,11.62,0.86,25.22,1.46,13.82,5.99,,1.29,1.59,33.12,69.6,1.14,146.26,0.03,0.02,126.11,948.18,-0.11
2024-07-22,34.87,83.39,13.89,27.9,28.42,38.81,11.95,0.96,25.24,1.61,15.45,6.25,,1.45,1.88,31.9,75.75,0.96,148.95,0.11,0.07,99.54,948.59,-0.34
2024-07-23,43.09,96.39,13.51,29.15,28.69,39.07,11.29,0.95,26.01,1.9,20.29,6.24,,1.54,2.11,32.33,75.03,0.87,146.43,0.03,0.02,121.78,958.62,-0.2
2024-07-24,47.16,94.47,12.11,30.93,28.58,42.36,11.73,1.0,30.39,2.0,20.4,5.69,,1.58,1.75,31.71,78.16,0.68,173.55,0.18,0.11,104.7,957.54,-0.41
2024-07-25,38.47,86.73,12.48,29.3,27.62,44.05,11.66,0.94,31.01,0.92,8.42,5.79,,1.4,1.13,32.51,73.64,0.71,157.01,0.07,0.05,142.68,946.7,-0.36
2024-07-26,49.2,98.7,15.17,31.87,31.81,41.93,11.2,1.04,33.91,1.14,13.85,6.0,,1.47,1.47,31.98,77.71,0.67,170.89,0.17,0.11,97.83,947.39,-0.44
2024-07-27,44.15,98.32,17.06,30.69,32.53,38.36,10.8,1.0,29.42,1.24,15.07,5.92,,1.51,1.43,32.54,76.1,0.74,161.27,0.05,0.03,122.38,947.34,-0.3
2024-07-28,29.19,73.49,15.83,27.53,29.57,39.69,11.04,0.84,29.14,1.12,13.2,6.22,,1.21,1.25,33.61,68.98,0.97,149.19,0.01,0.01,159.61,947.36,-0.18
2024-07-29,32.72,78.69,11.05,26.33,25.13,42.06,12.15,0.8,30.76,0.91,10.35,6.14,,1.11,1.04,33.92,64.2,1.11,146.55,0.0,0.0,161.83,947.29,-0.02
2024-07-30,41.04,93.01,12.51,28.34,27.37,37.96,11.59,0.9,32.99,3.89,13.85,5.82,,1.33,1.18,34.42,65.19,0.91,155.53,0.02,0.01,160.09,947.7,0.1
2024-07-31,33.36,83.07,16.43,28.16,30.85,39.9,12.43,0.84,30.86,2.28,10.56,5.91,,1.25,1.07,32.95,72.38,1.04,192.31,0.4,0.25,110.62,947.89,-0.04
2024-08-01,20.8,40.82,12.57,28.23,27.2,38.09,13.04,0.85,32.5,1.07,10.08,5.97,,2.27,1.87,30.87,78.4,0.77,162.64,0.16,0.09,120.45,948.91,-0.2
2024-08-02,33.0,68.82,14.67,29.31,29.49,32.53,14.27,0.92,27.47,2.8,14.55,5.76,,8.38,8.22,31.35,79.0,0.83,142.77,0.07,0.04,102.18,948.13,-0.23
2024-08-03,22.99,60.15,12.98,24.51,25.35,32.8,15.22,0.77,27.73,0.93,9.12,5.69,,1.42,1.23,31.98,72.14,1.33,152.07,0.01,0.01,153.78,948.34,-0.05
2024-08-04,18.45,54.72,12.83,22.94,24.42,34.96,15.16,0.72,26.99,0.87,11.03,5.68,,1.34,1.28,32.03,68.13,1.56,140.74,0.02,0.01,150.07,948.9,-0.05
2024-08-05,20.79,53.77,11.34,22.73,23.06,32.16,14.03,0.79,27.62,0.8,10.86,5.82,,1.1,0.93,31.47,71.88,1.94,143.3,0.0,0.0,113.62,949.18,-0.04
2024-08-06,22.64,55.27,13.68,24.46,26.15,31.43,12.43,0.78,26.26,0.78,7.27,5.67,,1.24,1.07,31.85,71.14,1.08,175.85,0.0,0.0,146.9,948.93,-0.05
2024-08-07,18.27,46.74,14.65,24.8,27.25,30.67,13.91,0.78,22.35,0.9,8.92,5.78,,1.32,1.12,30.28,80.28,0.91,167.35,0.1,0.06,73.97,948.54,-0.06
2024-08-08,21.19,48.74,14.28,23.89,26.37,30.54,12.5,0.76,24.45,0.95,11.45,5.76,,1.21,1.06,30.83,79.06,1.05,144.95,0.09,0.06,126.48,949.23,-0.11
2024-08-09,26.17,53.39,14.75,25.12,27.49,29.88,12.3,0.8,24.6,1.06,15.74,5.71,,1.28,1.21,30.85,80.24,0.98,144.94,0.16,0.09,113.7,960.59,-0.06
2024-08-10,33.05,71.95,18.52,28.32,31.89,29.76,12.75,0.92,24.09,1.14,18.36,5.64,,0.99,1.07,30.71,82.84,0.74,153.59,0.04,0.02,91.53,959.47,-0.07
2024-08-11,27.41,53.48,17.86,26.59,30.48,32.44,12.39,0.86,23.26,1.06,17.27,5.64,,1.0,1.08,30.02,85.59,0.77,164.2,0.25,0.14,69.86,959.46,-0.16
2024-08-12,28.74,57.3,18.53,29.04,32.82,33.46,13.15,0.9,22.85,1.18,24.43,5.68,,1.3,1.26,30.14,84.47,0.8,155.92,0.16,0.09,69.48,959.49,-0.29
2024-08-13,24.89,48.93,19.83,29.91,34.76,32.17,12.85,0.97,24.13,1.18,19.9,5.69,,1.33,1.51,30.76,82.61,0.83,156.3,0.12,0.07,112.93,958.96,-0.18
2024-08-14,35.01,81.28,18.79,28.69,33.31,32.12,14.48,0.96,23.67,1.32,20.22,5.67,,1.75,1.66,31.84,77.63,0.83,160.46,0.01,0.01,140.81,958.14,-0.22
2024-08-15,27.25,60.99,13.57,23.59,26.27,35.46,12.29,0.92,24.01,0.95,18.2,5.67,,1.45,1.14,31.42,79.88,0.85,161.96,0.05,0.03,98.81,960.76,-0.15
2024-08-16,22.02,58.4,16.86,28.2,32.33,36.21,13.78,1.07,24.35,1.02,12.84,5.73,,1.3,1.18,31.82,75.69,1.02,161.53,0.03,0.02,148.65,960.4,-0.2
2024-08-17,30.84,78.28,19.74,31.1,36.19,34.17,12.26,1.23,28.89,1.16,18.06,6.09,,1.84,1.73,31.64,76.64,0.67,184.21,0.06,0.04,105.84,960.51,-0.13
2024-08-18,29.76,81.87,19.8,27.4,33.33,31.41,11.23,0.93,26.76,1.18,15.06,5.75,,1.45,1.24,32.0,75.67,0.78,202.79,0.05,0.03,113.44,960.03,-0.1
2024-08-19,27.61,76.09,22.25,26.46,34.72,34.61,10.6,0.9,25.77,0.93,10.98,5.69,,1.59,1.1,32.02,74.35,0.8,204.8,0.02,0.01,137.29,959.53,-0.22
2024-08-20,23.16,57.3,15.53,28.6,30.26,33.77,11.66,0.9,27.99,1.1,11.67,5.66,,2.01,1.46,30.47,79.66,0.64,191.95,0.27,0.16,84.13,960.22,-0.14
2024-08-21,29.08,77.48,16.7,29.99,32.13,30.75,11.13,0.87,33.36,1.03,11.3,5.64,,1.76,1.48,31.98,70.66,0.67,183.1,0.07,0.02,159.37,959.1,-0.02
2024-08-22,28.67,81.84,14.32,26.22,28.1,28.74,11.94,0.82,30.97,0.96,9.94,5.75,,1.47,1.35,32.35,69.45,0.79,201.07,0.18,0.02,157.88,958.93,0.01
2024-08-23,28.0,71.31,16.83,29.86,31.75,27.13,10.88,1.02,26.48,1.27,15.2,5.91,,1.55,1.88,30.08,79.67,0.63,184.5,0.13,0.08,63.73,959.93,-0.05
2024-08-24,48.08,105.4,18.68,29.84,33.36,26.99,10.34,1.03,33.91,1.61,21.52,6.09,,1.58,2.03,31.4,76.89,0.64,146.34,0.02,0.01,112.75,959.17,-0.15
2024-08-25,26.99,63.9,11.47,24.63,24.62,28.2,9.55,0.89,29.15,0.89,14.79,5.82,,1.45,1.3,30.66,68.8,1.31,146.01,0.03,0.02,133.96,957.47,-0.09
2024-08-26,28.92,64.78,10.82,23.3,23.33,29.39,9.82,0.73,31.92,0.82,8.34,5.82,,1.21,1.3,31.29,71.19,1.37,151.8,0.02,0.01,130.72,958.46,-0.11
2024-08-27,20.88,51.27,12.12,24.87,25.37,30.12,9.84,0.81,27.49,0.91,9.41,6.04,,1.6,1.47,30.72,74.18,1.39,155.25,0.03,0.02,134.99,960.79,-0.16
2024-08-28,22.62,52.52,13.24,25.62,26.71,29.44,10.59,0.86,28.69,1.03,11.95,5.9,,1.48,1.63,30.42,76.59,0.99,158.46,0.11,0.07,130.95,960.91,-0.0
2024-08-29,27.2,55.91,21.43,27.42,34.03,29.59,10.7,1.06,26.09,1.28,12.72,5.96,,1.55,1.54,29.31,83.97,1.0,165.29,0.38,0.25,65.55,961.37,-0.09
2024-08-30,48.61,108.69,28.45,33.31,42.99,30.88,11.63,1.27,32.1,1.75,20.03,6.76,,2.16,1.92,31.27,74.84,0.84,174.16,0.17,0.11,152.69,961.47,-0.08
2024-08-31,38.99,91.95,13.99,25.83,27.64,30.75,11.11,0.87,24.88,1.19,12.99,7.26,,1.99,1.61,32.18,70.84,0.94,195.88,0.0,0.0,167.22,960.95,-0.06
2024-09-01,40.36,97.64,12.38,24.52,25.83,31.68,11.73,0.89,28.02,1.07,11.33,6.8,,1.97,1.63,32.54,69.42,0.89,176.21,0.0,0.0,157.28,960.88,-0.05
2024-09-02,33.02,78.63,12.01,25.1,25.59,31.8,11.39,0.87,26.91,1.01,10.06,6.83,,1.96,1.5,31.19,73.6,1.0,152.24,0.11,0.07,94.87,961.67,-0.02
2024-09-03,33.84,82.42,12.23,24.69,25.2,31.33,11.43,0.9,27.36,1.19,16.57,7.03,,2.03,1.61,31.94,70.51,1.07,154.39,0.02,0.01,142.87,961.5,0.01
2024-09-04,23.63,53.93,18.69,27.38,32.37,29.65,11.62,1.04,18.69,1.45,15.34,6.63,,2.45,1.85,29.42,82.83,0.81,173.65,0.19,0.11,74.33,961.7,-0.19
2024-09-05,40.48,85.75,18.22,32.62,35.04,30.6,12.88,1.09,29.68,1.69,17.09,6.75,,2.84,2.0,30.58,76.1,0.69,174.98,0.05,0.03,132.49,959.85,-0.15
2024-09-06,30.1,77.79,20.9,29.52,35.88,30.3,12.33,0.93,22.49,1.45,15.7,6.68,,2.67,1.96,30.08,78.67,0.95,159.66,0.03,0.02,121.92,960.35,-0.05
2024-09-07,28.16,63.5,15.84,30.81,31.9,28.35,12.38,0.94,22.64,1.35,16.42,6.66,,2.37,1.75,29.99,79.24,0.72,164.57,0.03,0.02,114.36,961.23,-0.08
2024-09-08,50.66,103.01,19.35,29.18,33.57,30.27,12.08,1.08,16.73,1.56,17.9,6.67,,2.44,1.76,29.9,84.11,0.65,180.99,0.0,0.0,58.59,961.49,-0.21
2024-09-09,49.21,105.32,20.48,29.74,34.65,31.06,11.66,1.05,21.29,1.43,14.33,6.8,,2.31,1.7,31.15,77.74,0.64,182.79,0.02,0.01,130.13,960.97,-0.23
2024-09-10,42.74,94.83,23.04,30.47,37.46,30.8,11.37,1.07,30.67,1.63,15.1,6.57,,2.6,2.0,30.54,77.21,0.75,158.12,0.11,0.07,119.24,961.27,-0.21
2024-09-11,34.2,83.57,22.69,28.78,36.32,33.03,12.42,1.12,20.76,1.92,21.29,6.5,,2.49,1.97,30.19,77.05,0.64,160.32,0.01,0.01,98.57,970.77,-0.07
2024-09-12,17.07,35.66,12.75,21.32,24.2,31.59,11.74,0.78,18.49,1.26,14.12,6.46,,2.18,1.83,28.68,82.74,1.12,154.45,0.15,0.1,61.24,971.15,-0.02
2024-09-13,18.15,34.44,12.61,25.36,25.87,29.28,12.06,0.9,20.33,1.24,14.95,6.75,,2.2,1.73,27.72,86.14,0.94,186.94,0.43,0.25,41.04,971.82,-0.3
2024-09-14,30.24,83.03,14.3,25.34,27.34,27.42,11.34,0.97,21.44,1.13,14.14,6.45,,2.48,2.17,29.34,80.08,0.83,188.25,0.05,0.03,112.49,961.78,-0.29
2024-09-15,41.64,123.93,19.38,27.95,33.61,28.25,10.21,0.93,21.05,1.32,14.83,6.36,,2.56,1.98,30.25,74.82,0.83,189.03,0.0,0.0,131.05,961.59,-0.11
2024-09-16,50.16,165.73,25.11,29.7,39.36,27.81,10.81,1.09,23.47,1.58,16.84,6.45,,2.83,2.12,30.62,73.42,0.97,194.79,0.0,0.0,148.82,962.16,-0.1
2024-09-17,57.41,163.97,24.84,31.46,39.76,29.69,11.05,1.03,28.19,1.59,17.91,6.69,,2.33,1.91,30.84,72.38,0.73,191.03,0.05,0.03,136.57,962.58,-0.15
2024-09-18,37.12,83.93,18.84,32.45,34.89,30.35,10.72,0.94,23.98,1.48,18.82,6.57,,2.3,1.92,28.4,82.03,1.0,157.45,0.05,0.03,63.5,963.05,-0.06
2024-09-19,34.39,75.76,17.17,30.02,31.98,29.76,10.34,0.94,24.56,1.31,17.06,6.6,,2.38,2.0,29.14,81.57,0.93,160.12,0.04,0.02,93.57,962.68,-0.05
2024-09-20,33.9,109.84,27.88,34.16,43.8,29.37,11.87,1.02,27.06,1.44,14.46,6.65,,2.66,2.25,30.81,73.53,0.77,173.9,0.0,0.0,149.09,962.0,-0.08
2024-09-21,46.5,127.11,24.67,34.6,40.58,31.33,12.42,1.08,33.07,1.33,14.33,6.66,,2.72,2.27,31.42,72.03,0.69,172.92,0.0,0.0,131.31,962.64,-0.05
2024-09-22,74.97,167.1,23.38,32.11,37.98,33.9,11.63,1.05,30.07,1.33,16.18,6.62,,2.39,1.97,31.86,72.55,0.72,187.0,0.0,0.0,130.41,962.62,-0.07
2024-09-23,81.72,171.36,16.28,31.75,31.72,34.33,12.54,1.06,30.98,1.28,18.42,6.59,,2.2,1.83,31.89,72.9,0.71,194.24,0.0,0.0,125.56,972.33,-0.03
2024-09-24,98.74,205.51,18.18,35.98,33.75,33.69,13.35,1.15,33.1,1.44,20.08,5.1,,2.14,1.83,32.48,72.54,0.63,177.58,0.0,0.0,113.36,961.84,-0.01
2024-09-25,82.58,180.72,19.66,35.18,36.01,32.3,13.04,1.02,28.64,1.56,14.44,4.8,,2.22,1.57,31.95,72.38,1.0,166.84,0.0,0.0,110.54,962.09,-0.02
2024-09-26,28.48,77.37,15.97,26.62,29.0,29.22,11.78,1.0,25.28,1.46,11.69,6.63,,2.3,1.86,31.16,73.19,1.07,161.99,0.01,0.01,110.41,962.26,-0.01
2024-09-27,17.74,62.03,16.67,26.1,27.16,29.48,10.78,0.87,25.36,1.5,9.27,6.71,,2.47,2.04,30.94,69.48,1.34,160.97,0.0,0.0,131.43,961.12,0.03
2024-09-28,22.65,61.32,11.7,26.24,25.07,28.96,12.73,0.92,30.06,1.34,9.51,6.56,,2.78,2.23,30.09,71.71,0.97,161.35,0.0,0.0,119.47,962.09,0.03
2024-09-29,32.82,77.03,13.22,26.94,26.92,27.01,12.17,1.03,31.34,1.57,15.38,7.04,,3.11,2.43,30.51,73.31,0.81,156.46,0.0,0.0,120.72,963.83,-0.02
2024-09-30,64.06,147.78,16.52,29.85,31.1,28.21,12.45,1.09,31.31,1.77,15.56,7.05,,3.08,2.49,30.96,73.18,0.88,196.07,0.0,0.0,123.1,963.5,-0.08
2024-10-01,68.38,164.02,15.89,30.58,31.05,29.59,13.65,1.22,35.09,1.65,16.78,7.15,,3.21,2.76,31.37,71.92,0.89,194.88,0.0,0.0,135.05,962.34,-0.14
2024-10-02,71.19,197.96,29.96,36.18,45.97,30.24,14.71,1.35,30.25,1.91,17.85,7.29,,3.42,2.93,31.8,66.16,0.84,193.98,0.0,0.0,132.65,962.11,-0.11
2024-10-03,58.39,191.63,31.47,37.87,47.25,29.25,13.95,1.33,30.18,1.92,15.64,7.14,,3.2,2.72,31.37,62.88,0.83,191.55,0.0,0.0,138.85,951.76,-0.18
2024-10-04,62.22,188.33,39.83,38.87,54.86,33.13,12.96,1.52,29.21,1.96,21.37,7.21,,2.91,2.53,31.24,66.73,0.88,188.29,0.0,0.0,136.16,951.85,-0.25
2024-10-05,45.14,153.89,31.09,33.42,45.4,33.64,12.93,1.19,25.98,1.83,16.2,7.11,,2.87,2.51,31.32,65.5,0.96,195.45,0.01,0.0,132.59,952.63,-0.42
2024-10-06,46.24,145.34,21.54,31.83,36.17,31.3,13.32,1.06,32.62,1.79,19.36,7.15,,2.98,2.6,31.22,61.83,0.9,181.15,0.01,0.0,121.99,953.96,-0.61
2024-10-07,52.75,144.17,16.29,31.11,31.44,29.76,13.26,1.1,29.8,1.76,17.75,7.33,,3.15,2.69,30.6,63.55,0.83,189.59,0.0,0.0,133.16,954.5,-0.66
2024-10-08,73.32,187.37,16.69,34.05,33.63,29.91,12.87,1.22,34.19,2.05,24.16,7.17,,2.75,2.42,30.62,61.65,0.79,193.0,0.0,0.0,127.07,954.36,-1.0
2024-10-09,68.33,158.45,13.9,34.86,32.23,31.07,13.84,1.23,35.67,1.89,19.98,7.64,,2.61,2.36,30.26,62.64,0.85,200.1,0.0,0.0,125.06,964.09,-1.27
2024-10-10,51.62,145.51,13.01,33.85,30.82,31.17,12.93,1.12,36.1,1.85,19.33,7.29,,2.62,2.35,30.03,58.76,0.88,204.38,0.0,0.0,126.19,963.82,-1.06
2024-10-11,60.74,155.71,17.49,40.39,35.31,31.21,12.63,1.25,38.82,1.99,19.83,7.11,,2.63,2.36,29.25,60.17,0.91,203.04,0.0,0.0,128.84,963.91,-0.4
2024-10-12,74.79,189.63,39.17,47.52,57.57,30.63,12.53,1.45,35.53,2.36,20.55,7.1,,2.64,2.36,29.27,59.43,0.72,196.51,0.0,0.0,118.93,964.05,-0.08
2024-10-13,99.21,225.32,59.36,52.93,77.61,31.35,14.27,1.7,32.65,2.69,23.08,7.14,,2.71,2.39,29.21,57.91,0.58,192.75,0.0,0.0,102.91,964.26,-0.06
2024-10-14,105.39,245.27,59.3,52.05,71.7,35.64,13.89,1.68,32.32,2.72,27.19,4.79,,3.0,2.63,28.98,55.94,0.7,193.81,0.0,0.0,112.43,964.53,-0.04
2024-10-15,90.06,229.1,39.6,51.33,60.93,35.52,13.04,1.48,34.32,2.74,26.93,2.53,,3.01,2.63,28.86,56.6,0.74,199.28,0.0,0.0,115.24,964.4,-0.04
2024-10-16,104.14,276.46,47.95,57.25,73.47,37.76,14.73,1.72,35.22,3.06,26.88,2.53,,3.34,2.83,29.37,57.87,0.55,183.2,0.01,0.0,103.06,963.95,-0.03
2024-10-17,140.35,329.05,76.23,60.48,100.48,44.86,17.21,2.17,39.65,3.67,35.43,2.7,,3.5,2.9,29.61,60.92,0.53,167.14,0.0,0.0,99.39,964.65,0.02
2024-10-18,133.26,320.41,90.31,58.09,110.73,50.91,16.58,2.21,33.31,3.33,37.04,2.53,,3.66,2.83,29.76,59.93,0.54,177.29,0.01,0.01,109.05,964.94,-0.0
2024-10-19,126.25,303.3,76.96,56.83,98.33,48.96,15.94,2.0,31.55,3.05,33.36,2.51,,2.97,3.08,29.98,59.54,0.59,189.28,0.0,0.0,108.1,964.96,-0.01
2024-10-20,148.86,302.58,51.95,51.44,74.77,50.6,15.86,1.83,39.38,2.88,29.14,2.51,,2.83,2.49,29.74,65.08,0.63,165.71,0.0,0.0,109.0,964.31,0.01
2024-10-21,155.01,292.51,41.55,51.88,59.14,47.08,15.0,1.64,45.24,2.67,25.55,2.51,,2.89,3.05,29.58,66.43,0.7,153.48,0.02,0.01,103.67,964.48,0.02
2024-10-22,166.95,321.94,51.24,55.56,74.03,45.73,16.07,1.74,41.34,2.92,31.94,2.5,,3.15,2.49,29.32,66.49,0.54,174.55,0.0,0.0,98.66,966.25,-0.01
2024-10-23,205.52,355.74,22.6,45.98,46.26,44.73,14.22,1.47,32.55,2.72,23.83,2.52,,3.0,2.45,29.47,63.26,0.85,200.72,0.0,0.0,101.73,966.05,0.0
2024-10-24,138.59,264.13,17.91,40.57,38.13,39.61,14.69,1.29,35.55,2.27,21.31,2.52,,2.94,2.55,29.36,59.49,0.87,197.9,0.0,0.0,109.44,965.13,0.0
2024-10-25,119.94,258.68,20.46,43.17,41.51,37.27,14.17,1.2,33.47,2.19,20.02,2.5,,3.26,2.8,29.42,57.63,0.93,201.38,0.0,0.0,114.32,964.77,-0.03
