Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-10-26,168.48,328.15,40.77,53.82,65.42,40.43,17.14,1.72,37.95,2.65,22.67,2.75,,2.9,2.4,28.8,60.83,0.78,191.28,0.0,0.0,107.46,965.16,-0.01
2024-10-27,185.49,333.66,53.43,55.27,79.92,48.94,14.89,1.9,41.14,2.78,29.66,1.42,,2.49,2.23,29.36,68.12,0.58,169.54,0.0,0.0,96.97,964.8,0.0
2024-10-28,141.27,272.47,35.31,47.8,59.99,45.49,14.73,1.49,34.85,2.48,22.5,1.45,,2.36,2.41,29.55,66.63,0.76,168.9,0.0,0.0,97.69,964.38,-0.01
2024-10-29,128.35,264.69,40.63,52.82,65.38,43.12,14.55,1.66,34.84,2.56,24.35,1.58,,3.51,3.22,29.74,67.46,0.64,158.91,0.0,0.0,94.47,964.53,-0.01
2024-10-30,160.76,330.55,45.66,55.19,70.33,47.61,17.03,1.72,42.21,2.88,30.87,2.19,,3.15,2.83,30.03,64.49,0.59,167.14,0.0,0.0,94.15,954.43,-0.01
2024-10-31,199.08,332.44,31.18,47.65,52.91,46.42,20.03,1.48,30.67,2.4,17.53,2.46,,3.26,2.7,29.5,61.78,0.8,201.63,0.0,0.0,95.15,954.83,-0.02
2024-11-01,220.64,332.1,32.5,40.09,51.44,37.44,25.24,1.51,32.18,2.35,11.71,2.49,,3.47,2.87,28.41,55.37,0.8,205.16,0.0,0.0,102.71,955.74,-0.07
2024-11-02,219.88,354.6,46.11,57.99,72.82,39.97,20.07,1.82,35.53,2.9,19.12,2.52,,3.57,2.9,27.94,60.15,0.52,187.43,0.0,0.0,89.53,956.17,-0.06
2024-11-03,224.98,370.42,61.47,62.57,90.93,42.26,19.31,2.13,42.79,3.28,26.94,2.51,,3.51,2.88,27.45,63.35,0.5,177.28,0.0,0.0,86.04,956.5,-0.06
2024-11-04,233.77,405.98,62.43,59.49,89.01,46.14,16.67,2.24,34.58,3.44,25.69,2.49,,3.34,2.61,27.25,66.15,0.55,192.92,0.0,0.0,84.14,955.98,-0.06
2024-11-05,213.75,376.6,86.0,67.04,111.59,52.37,18.24,2.55,45.14,3.35,31.6,2.49,,2.57,2.0,27.5,67.76,0.56,169.0,0.0,0.0,86.15,956.29,-0.06
2024-11-06,206.66,367.64,79.38,71.25,105.41,48.57,17.48,2.44,46.08,3.23,29.52,2.49,,3.35,3.5,27.53,69.04,0.49,173.08,0.04,0.03,82.7,955.33,-0.02
2024-11-07,233.99,397.94,70.15,68.18,94.89,55.23,15.62,2.43,43.33,3.19,26.07,2.32,,3.73,2.77,27.48,70.6,0.52,159.99,0.0,0.0,75.63,953.99,0.02
2024-11-08,214.16,354.6,50.9,56.97,72.37,53.87,14.2,2.11,36.12,2.63,24.43,2.34,,2.96,1.72,27.59,72.95,0.59,160.67,0.0,0.0,77.13,953.87,0.02
2024-11-09,184.83,314.35,28.84,50.91,51.16,49.53,15.95,1.73,40.87,2.44,23.07,2.07,,2.54,1.95,28.13,69.51,0.7,155.77,0.0,0.0,82.14,953.38,0.04
2024-11-10,179.29,309.51,32.92,48.58,53.14,46.4,14.33,1.8,44.72,2.47,23.82,2.51,,2.6,2.33,28.07,70.23,0.64,159.98,0.0,0.0,88.35,952.89,0.03
2024-11-11,194.61,348.91,61.03,56.54,80.67,45.52,17.53,2.33,45.55,2.97,27.13,2.41,,2.79,1.98,27.61,71.57,0.52,156.82,0.0,0.0,79.25,953.34,0.01
2024-11-12,191.6,325.37,50.08,49.14,67.6,45.3,15.96,1.86,35.09,2.83,26.93,3.58,,2.88,3.26,27.7,64.34,0.71,179.25,0.0,0.0,86.84,961.95,0.02
2024-11-13,395.09,551.98,24.95,44.12,44.38,50.72,15.24,2.58,32.38,4.09,26.43,4.22,,3.11,4.76,25.55,78.0,0.66,188.46,0.0,0.0,69.05,962.5,0.01
2024-11-14,280.46,456.56,56.73,55.24,76.81,49.03,17.07,2.71,33.78,3.95,32.73,3.44,,3.05,4.22,25.44,73.84,0.54,161.06,0.0,0.0,75.88,963.63,0.01
2024-11-15,273.63,434.26,40.35,53.44,61.89,47.24,15.32,2.11,31.63,3.58,33.58,2.96,,3.48,4.14,26.02,68.58,0.62,176.99,0.0,0.0,82.48,963.08,-0.0
2024-11-16,363.2,523.41,54.9,54.28,74.6,47.92,17.59,2.47,30.83,3.2,28.74,2.77,,2.99,3.86,25.65,68.31,0.54,189.64,0.01,0.01,77.98,962.69,-0.0
2024-11-17,428.58,568.14,42.83,49.53,61.68,49.7,15.64,2.34,29.72,3.89,27.83,3.02,,3.24,4.13,24.86,72.58,0.7,195.42,0.0,0.0,67.12,963.05,0.02
2024-11-18,581.23,749.34,16.14,47.67,38.96,51.95,15.7,2.64,28.85,3.55,20.71,2.15,,2.39,2.71,23.8,78.84,0.7,207.05,0.0,0.0,60.13,964.8,0.02
2024-11-19,332.01,459.45,23.36,54.52,48.23,40.86,18.56,1.84,27.48,3.52,27.4,3.09,,4.37,4.96,23.47,72.26,0.58,196.41,0.0,0.0,72.2,964.99,0.03
2024-11-20,259.89,400.97,46.93,59.33,69.43,39.88,18.49,1.87,34.82,3.16,27.74,2.99,,2.75,3.83,23.3,67.83,0.64,190.11,0.01,0.0,76.69,965.33,0.03
2024-11-21,208.33,357.6,68.13,65.59,90.52,40.23,16.99,2.08,32.34,4.41,33.37,6.53,,4.84,8.34,23.34,66.66,0.76,186.36,0.0,0.0,76.46,966.53,0.02
2024-11-22,280.66,445.31,67.55,69.79,92.42,43.47,17.94,2.25,33.62,3.72,29.79,4.62,,3.86,5.91,23.61,68.58,0.7,187.18,0.0,0.0,73.58,966.66,0.02
2024-11-23,243.79,412.24,88.91,78.72,114.63,43.17,18.71,2.63,37.66,4.92,38.33,7.59,,5.99,10.8,24.14,68.88,0.68,175.64,0.01,0.01,74.72,966.18,0.02
2024-11-24,147.12,274.36,56.56,61.61,80.12,40.35,16.49,1.89,34.43,2.97,29.87,5.42,,4.53,7.15,24.58,62.84,0.85,184.06,0.0,0.0,75.6,965.76,0.03
2024-11-25,251.37,388.32,21.9,52.82,45.83,39.72,16.15,1.61,35.02,2.52,18.33,2.49,,2.59,3.17,24.28,67.8,0.92,194.73,0.0,0.0,67.91,965.99,0.03
2024-11-26,156.85,270.06,26.12,53.56,50.05,36.68,17.1,1.39,34.08,2.15,21.04,2.42,,2.38,2.87,24.01,64.26,0.87,190.79,0.0,0.0,75.34,966.02,0.02
2024-11-27,151.84,274.68,49.01,60.01,72.23,37.94,17.04,1.7,34.54,2.31,17.97,2.4,,2.38,3.05,23.56,63.45,0.82,182.96,0.0,0.0,75.88,956.02,0.03
2024-11-28,184.47,330.28,79.86,65.05,100.77,40.89,17.7,2.24,34.34,3.01,31.38,5.15,,3.04,4.5,23.04,64.54,0.79,173.39,0.01,0.0,73.56,966.2,0.06
2024-11-29,193.27,342.17,96.69,78.86,121.65,41.76,19.15,2.51,35.86,3.39,32.74,7.44,,3.13,3.99,22.67,65.39,0.75,174.02,0.0,0.0,73.02,966.41,0.05
2024-11-30,190.1,327.76,73.07,73.23,99.57,41.77,18.7,2.28,30.96,3.36,33.54,8.98,,4.19,6.04,23.05,65.34,0.82,189.32,0.0,0.0,73.53,965.85,0.02
2024-12-01,142.16,246.76,40.33,60.44,65.66,42.71,17.29,1.61,29.72,2.36,20.53,7.71,,2.98,4.16,23.75,65.63,0.85,194.5,0.0,0.0,73.23,965.2,0.01
2024-12-02,132.09,243.28,48.24,63.33,74.03,42.13,17.7,1.69,29.28,2.16,18.79,7.27,,2.78,3.47,23.7,66.35,0.84,187.41,0.0,0.0,75.31,964.6,0.0
2024-12-03,122.7,236.13,42.79,60.8,67.73,41.14,16.49,1.53,30.37,2.33,23.27,7.5,,2.94,3.86,24.1,64.74,0.96,190.74,0.0,0.0,75.3,965.66,0.02
2024-12-04,74.2,168.55,20.38,47.36,41.96,35.1,15.11,1.06,33.81,1.47,15.01,6.19,,1.66,1.9,24.37,55.26,1.21,194.36,0.0,0.0,78.09,964.6,0.02
2024-12-05,77.04,176.53,30.36,54.33,54.1,35.56,15.58,1.23,32.42,1.87,15.06,6.28,,1.73,2.01,22.65,53.64,1.11,186.26,0.0,0.0,80.56,965.68,0.03
2024-12-06,90.46,197.57,48.85,63.06,73.69,35.98,17.06,1.5,32.2,2.03,21.28,6.66,,2.12,2.55,22.34,56.23,0.99,184.17,0.0,0.0,79.09,965.59,0.03
2024-12-07,122.15,245.62,75.51,70.4,102.31,38.32,17.45,2.04,33.42,2.64,25.84,7.2,,2.86,3.95,21.53,59.32,0.81,173.36,0.0,0.0,77.42,965.37,0.03
2024-12-08,162.75,297.36,65.44,69.71,93.84,43.83,17.09,1.84,38.55,2.63,24.81,6.97,,3.19,3.96,21.76,60.63,1.15,153.51,0.0,0.0,66.73,965.01,0.06
2024-12-09,87.5,168.17,23.34,53.69,48.18,37.53,14.73,1.23,34.51,1.55,15.89,5.94,,1.78,1.7,21.21,67.25,1.03,178.55,0.0,0.0,76.04,966.03,0.03
2024-12-10,97.86,188.84,25.24,53.16,49.35,35.57,14.51,1.16,28.57,1.65,17.72,9.12,,1.69,1.76,20.78,59.59,1.36,204.44,0.0,0.0,80.51,966.82,0.05
2024-12-11,101.24,207.06,31.83,58.06,58.32,36.54,15.65,1.27,33.82,1.78,17.35,9.24,,1.68,1.91,20.47,50.64,1.36,210.35,0.0,0.0,81.47,966.65,0.04
2024-12-12,148.71,272.43,36.45,67.8,66.4,41.7,15.94,1.29,31.99,2.11,20.71,9.19,,1.93,2.09,20.17,56.99,1.24,208.66,0.0,0.0,78.38,966.5,0.04
2024-12-13,106.81,220.91,14.0,54.32,39.99,41.39,13.68,1.0,40.35,1.57,13.9,8.69,,1.46,1.5,16.04,52.27,1.66,211.35,0.0,0.0,79.96,966.9,0.03
2024-12-14,100.57,205.97,31.14,56.93,55.77,39.58,15.65,1.24,35.42,1.7,16.49,8.7,,1.41,1.37,15.45,52.28,1.31,208.92,0.0,0.0,79.32,966.98,0.05
2024-12-15,174.39,304.33,58.31,70.29,86.05,44.34,17.07,1.75,31.57,2.41,19.59,10.49,,1.77,2.75,14.22,60.32,0.75,196.8,0.0,0.0,74.84,966.03,0.04
2024-12-16,273.88,434.08,83.0,84.64,115.38,53.84,16.54,2.39,32.1,3.46,28.15,9.76,,2.79,3.76,14.86,68.18,0.68,187.73,0.0,0.0,70.87,966.71,0.03
2024-12-17,331.03,495.92,107.02,91.06,139.87,57.75,17.1,2.94,32.8,4.12,37.91,10.4,,4.35,4.71,15.16,71.61,0.71,167.68,0.0,0.0,66.65,966.24,0.03
2024-12-18,345.18,499.11,72.16,81.17,103.28,58.58,16.73,2.44,27.33,3.5,32.22,9.1,,2.65,1.56,14.87,76.94,0.62,174.44,0.0,0.0,65.64,966.27,0.0
2024-12-19,342.34,494.35,111.68,84.81,138.55,60.38,17.62,2.99,29.08,3.91,40.98,8.94,,3.12,1.89,15.01,73.67,0.78,154.47,0.0,0.0,63.72,966.18,0.05
2024-12-20,292.6,431.02,69.91,80.54,101.64,56.15,17.29,2.16,31.01,3.27,32.94,8.5,,2.18,1.68,16.09,71.99,0.64,154.34,0.0,0.0,59.85,966.17,0.04
2024-12-21,217.87,341.89,56.78,68.36,84.93,54.99,15.61,1.77,27.58,2.54,25.5,9.49,,1.88,1.33,15.42,71.68,0.69,178.5,0.01,0.01,63.09,964.94,0.02
2024-12-22,286.23,431.41,95.89,87.17,127.39,59.93,19.34,2.55,32.05,3.24,33.84,8.15,,2.51,1.51,15.8,70.95,0.69,160.87,0.0,0.0,61.89,966.28,0.02
2024-12-23,269.26,388.13,38.32,75.93,72.79,56.33,16.85,1.82,22.95,2.65,28.05,8.48,,1.71,1.19,15.69,74.7,0.83,149.1,0.0,0.0,40.42,966.5,0.02
2024-12-24,187.31,279.86,32.79,60.78,59.43,52.85,16.05,1.52,22.55,2.3,28.11,5.34,,1.58,1.19,16.49,72.09,0.82,152.14,0.01,0.01,53.22,968.95,0.03
2024-12-25,185.6,274.52,61.09,58.27,81.26,55.36,16.2,1.7,21.89,2.55,27.68,5.31,,2.09,1.39,16.08,76.99,0.7,185.11,0.0,0.0,70.23,968.49,0.02
2024-12-26,209.06,325.66,54.49,64.12,78.84,56.38,17.29,1.75,27.96,2.42,27.89,5.12,,1.96,1.31,16.7,72.47,0.63,164.06,0.0,0.0,75.41,967.87,0.04
2024-12-27,160.37,220.78,34.47,52.67,56.4,58.59,13.52,1.34,18.56,2.4,29.32,5.38,,1.56,1.19,15.85,86.18,1.13,152.86,0.32,0.2,19.04,968.99,0.02
2024-12-28,92.69,133.34,29.73,46.74,49.37,48.31,14.29,1.13,13.5,1.67,21.36,5.88,,1.38,1.1,15.66,91.11,0.7,169.37,0.03,0.02,28.62,977.55,0.03
2024-12-29,88.34,133.2,16.84,34.49,32.21,41.96,12.81,0.85,22.08,1.17,13.9,4.98,,1.45,1.12,15.67,85.09,1.22,198.24,0.0,0.0,68.77,978.62,0.03
2024-12-30,90.47,138.98,16.81,34.37,32.3,38.79,13.31,0.93,26.81,1.13,12.18,5.25,,1.34,1.09,13.99,81.39,1.05,197.32,0.0,0.0,64.38,978.06,0.03
2024-12-31,155.28,251.54,23.7,47.38,44.82,44.37,14.37,1.3,26.66,1.64,17.56,5.39,,1.56,1.2,13.36,78.28,0.76,169.97,0.0,0.0,70.37,978.4,0.02
